Project Code,Project Status,Study Type,Workflow,Task Name,Task Comment,Target Days to Complete,Date Site Selected,Date HRA approval,Date Created,Start Date,Due Date,Completion Date,On time or Late,Days to completion,Days active (if not complete),Task Status
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Project currently in pre-submission requiring Labs,Synthetic completed task for demonstration data.,7,45920,45898,45939,45940,45947,45943,On Time,3,,Complete
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Pharmacy Feasibility,Synthetic active task; completion date intentionally unavailable.,7,45920,45898,45941,45942,45949,,,,275,Active
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Project currently in pre-submission requiring Imaging,Synthetic completed task for demonstration data.,7,45920,45898,45945,45948,45955,45957,Late,9,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,45802,45799,45809,45811,,45812,On Time,1,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45802,45799,45806,45806,45813,45806,On Time,0,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45802,45799,45808,45809,45830,45828,On Time,19,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45802,45799,45810,45813,45827,45845,Late,32,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Check qualifications of research team,Synthetic pending task awaiting next workflow action.,7,45802,45799,45814,45814,45821,,,,403,Pending
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45802,45799,45814,45815,45817,45819,Late,4,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45802,45799,45820,45822,45829,45838,Late,16,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45802,45799,45819,45822,45829,45838,Late,16,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45802,45799,45815,45816,45823,45838,Late,22,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic pending task awaiting next workflow action.,21,45802,45799,45825,45827,45848,,,,390,Pending
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45802,45799,45824,45824,45831,45838,Late,14,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45802,45799,45819,45821,45828,45838,Late,17,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Imaging green light,Synthetic pending task awaiting next workflow action.,7,45802,45799,45822,45823,45830,,,,394,Pending
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45802,45799,45822,45825,45832,45835,Late,10,,Complete
D0080,Pending,"Human tissue samples, human biological samples and/or data",Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic active task; completion date intentionally unavailable.,7,45802,45799,45819,45820,45827,,,,397,Active
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Provide the Local Information Pack,Synthetic pending task awaiting next workflow action.,,45892,45898,45898,45901,,,,,316,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,45892,45898,45904,45905,,45915,On Time,10,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),PI GCP,Synthetic completed task for demonstration data.,7,45892,45898,45902,45903,45910,45904,On Time,1,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Send Hive build requirements,Synthetic completed task for demonstration data.,14,45892,45898,45903,45906,45920,45921,Late,15,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Complete Recruitment Plan,Synthetic completed task for demonstration data.,7,45892,45898,45905,45906,45913,45912,On Time,6,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Send notification to the Clinical Director,Synthetic completed task for demonstration data.,7,45892,45898,45904,45906,45913,45929,Late,23,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Confirm Hive build has started (Hive Analyst),Synthetic completed task for demonstration data.,7,45892,45898,45916,45918,45925,45937,Late,19,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Confirm Hive build has started (R&I Builder),Synthetic completed task for demonstration data.,7,45892,45898,45913,45913,45920,45918,On Time,5,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Local Information Pack Complete,Synthetic completed task for demonstration data.,2,45892,45898,45911,45914,45916,45918,Late,4,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),HRA Approval Letter,Synthetic completed task for demonstration data.,14,45892,45898,45907,45907,45921,45907,On Time,0,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Receipt of clinical director notification,Synthetic pending task awaiting next workflow action.,2,45892,45898,45909,45912,45914,,,,305,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,45892,45898,45913,45915,45922,45929,Late,14,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,45892,45898,45913,45914,45921,45939,Late,25,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Complete the technical validation for the R&I builder’s work,Synthetic completed task for demonstration data.,7,45892,45898,45912,45912,45919,45916,On Time,4,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Mini-Hosted: Check contract requirements,Synthetic pending task awaiting next workflow action.,7,45892,45898,45918,45918,45925,,,,299,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Finance review,Synthetic pending task awaiting next workflow action.,7,45892,45898,45914,45915,45922,,,,302,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Mini-Hosted: Final contract or OID reviewed,Synthetic completed task for demonstration data.,7,45892,45898,45922,45922,45929,45927,On Time,5,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Mini-Hosted: Contract fully executed and/or OID ready for CCC,Synthetic active task; completion date intentionally unavailable.,2,45892,45898,45924,45926,45928,,,,291,Active
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Confirmation Review,Synthetic pending task awaiting next workflow action.,2,45892,45898,45922,45923,45925,,,,294,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Set up cost code,Synthetic pending task awaiting next workflow action.,3,45892,45898,45919,45922,45925,,,,295,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Create and issue reconciliation tracker,Synthetic pending task awaiting next workflow action.,7,45892,45898,45928,45929,45936,,,,288,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Email confirmation of capacity and capability,Synthetic completed task for demonstration data.,1,45892,45898,45927,45929,45930,45941,Late,12,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Green light to recruit (N/A for PIC),Synthetic active task; completion date intentionally unavailable.,14,45892,45898,45920,45923,45937,,,,294,Active
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Change Study Status,Synthetic pending task awaiting next workflow action.,2,45892,45898,45927,45928,45930,,,,289,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Set up reconciliation tracker and Invoice for set-up fees,Synthetic pending task awaiting next workflow action.,4,45892,45898,45931,45932,45936,,,,285,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Non Commercial studies - set up invoicing for study per contract/ Commercial studies – journal transfer for set up fees,Synthetic active task; completion date intentionally unavailable.,14,45892,45898,45933,45935,45949,,,,282,Active
D0081,Pending,Research database,Mini-Hosted (Hive tasks),1st Patient recruited / 1st Patient Delay Reasons (N/A for PIC and non-recruiting studies),Synthetic pending task awaiting next workflow action.,30,45892,45898,45924,45924,45954,,,,293,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Send C+C data,Synthetic completed task for demonstration data.,2,45892,45898,45932,45932,45934,45944,Late,12,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Follow-up: Create and issue reconciliation tracker,Synthetic pending task awaiting next workflow action.,7,45892,45898,45932,45932,45939,,,,285,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Follow-up: Set up cost code,Synthetic completed task for demonstration data.,3,45892,45898,45936,45937,45940,45951,Late,14,,Complete
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Follow-up: HRA Approval Letter,Synthetic pending task awaiting next workflow action.,14,45892,45898,45935,45937,45951,,,,280,Pending
D0081,Pending,Research database,Mini-Hosted (Hive tasks),Follow-up: Green light to recruit (N/A for PIC),Synthetic pending task awaiting next workflow action.,14,45892,45898,45932,45932,45946,,,,285,Pending
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Provide the Local Information Pack,Synthetic active task; completion date intentionally unavailable.,,45897,45904,45905,45907,,,,,310,Active
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Provide date Trust invited and selected,Synthetic active task; completion date intentionally unavailable.,,45897,45904,45908,45909,,,,,308,Active
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),PI GCP,Synthetic completed task for demonstration data.,7,45897,45904,45913,45913,45920,45923,Late,10,,Complete
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Send Hive build requirements,Synthetic completed task for demonstration data.,14,45897,45904,45908,45910,45924,45924,On Time,14,,Complete
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Complete Recruitment Plan,Synthetic completed task for demonstration data.,7,45897,45904,45920,45921,45928,45924,On Time,3,,Complete
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Send notification to the Clinical Director,Synthetic completed task for demonstration data.,7,45897,45904,45914,45914,45921,45914,On Time,0,,Complete
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Confirm Hive build has started (Hive Analyst),Synthetic completed task for demonstration data.,7,45897,45904,45910,45911,45918,45920,Late,9,,Complete
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Confirm Hive build has started (R&I Builder),Synthetic completed task for demonstration data.,7,45897,45904,45918,45920,45927,45993,Late,73,,Complete
D0082,In set up,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (Hive tasks),Local Information Pack Complete,Synthetic completed task for demonstration data.,2,45897,45904,45915,45916,45918,45920,Late,4,,Complete
